0,0,0,26
0,0,1,26
0,0,2,26
0,0,3,26
0,0,4,26
0,0,5,26
0,0,6,26
0,0,7,26
0,0,8,26
0,0,9,26
0,0,10,26
0,1,0,26
0,1,1,26
0,1,2,26
0,1,3,26
0,1,4,26
0,1,5,26
0,1,6,26
0,1,7,26
0,1,8,26
0,1,9,26
0,1,10,26
0,2,0,26
0,2,1,26
0,2,2,26
0,2,3,26
0,2,4,26
0,2,5,26
0,2,6,26
0,2,7,26
0,2,8,26
0,2,9,26
0,2,10,26
0,3,0,26
0,3,1,26
0,3,2,26
0,3,3,26
0,3,4,26
0,3,5,26
0,3,6,30773
0,3,7,26
0,3,8,26
0,3,9,26
0,3,10,26
0,4,3,15423
0,4,6,30814
0,5,3,15423
0,5,6,14430
0,6,3,15423
0,6,6,14430
0,7,0,15377
0,7,6,14430
0,7,10,15377
0,8,0,31838
0,8,6,5
0,8,10,31838
0,9,6,15404
0,10,6,15404
0,11,6,15404
0,12,6,15404
0,13,6,15413
1,0,0,26
1,0,1,26
1,0,2,26
1,0,3,26
1,0,4,26
1,0,5,26
1,0,6,26
1,0,7,26
1,0,8,26
1,0,9,26
1,0,10,26
1,1,0,26
1,1,1,26
1,1,2,26
1,1,3,26
1,1,4,26
1,1,5,26
1,1,6,26
1,1,7,26
1,1,8,26
1,1,9,26
1,1,10,26
1,2,0,26
1,2,1,26
1,2,2,26
1,2,3,26
1,2,4,26
1,2,5,26
1,2,6,26
1,2,7,26
1,2,8,26
1,2,9,26
1,2,10,26
1,3,0,26
1,3,1,26
1,3,2,26
1,3,3,26
1,3,4,26
1,3,5,31797
1,3,6,31797
1,3,7,31797
1,3,8,26
1,3,9,26
1,3,10,26
1,4,0,15454
1,4,5,97374
1,4,6,244830
1,4,7,162910
1,4,10,15454
1,5,0,15454
1,5,10,15454
1,6,0,15454
1,6,10,15454
1,7,0,15454
1,7,10,15454
1,8,0,48222
1,8,5,31797
1,8,6,31797
1,8,7,31797
1,8,10,48222
1,9,5,15404
1,9,7,15404
1,10,5,15404
1,10,7,15404
1,11,5,15404
1,11,7,15404
1,12,5,15404
1,12,7,15404
1,13,5,15413
1,13,6,31797
1,13,7,15413
2,0,0,26
2,0,1,26
2,0,2,26
2,0,3,26
2,0,4,26
2,0,5,26
2,0,6,26
2,0,7,26
2,0,8,26
2,0,9,26
2,0,10,26
2,1,0,26
2,1,1,26
2,1,2,26
2,1,3,26
2,1,4,26
2,1,5,26
2,1,6,26
2,1,7,26
2,1,8,26
2,1,9,26
2,1,10,26
2,2,0,26
2,2,1,26
2,2,2,26
2,2,3,26
2,2,4,26
2,2,5,26
2,2,6,26
2,2,7,26
2,2,8,26
2,2,9,26
2,2,10,26
2,3,0,26
2,3,1,26
2,3,2,26
2,3,3,26
2,3,4,5
2,3,5,31797
2,3,6,31797
2,3,7,31797
2,3,8,31797
2,3,9,26
2,3,10,26
2,4,4,97374
2,4,5,179294
2,4,7,113758
2,4,8,162910
2,8,4,31797
2,8,5,31797
2,8,6,31797
2,8,7,31797
2,8,8,31797
2,9,4,15404
2,9,8,15404
2,10,4,15404
2,10,8,15404
2,11,4,15404
2,11,8,15404
2,12,4,15404
2,12,8,15404
2,13,4,15413
2,13,5,31797
2,13,6,31797
2,13,7,31797
2,13,8,15413
2,14,6,15413
3,0,0,26
3,0,1,26
3,0,2,26
3,0,3,26
3,0,4,26
3,0,5,26
3,0,6,26
3,0,7,26
3,0,8,26
3,0,9,26
3,0,10,26
3,1,0,26
3,1,1,26
3,1,2,26
3,1,3,26
3,1,4,26
3,1,5,26
3,1,6,26
3,1,7,26
3,1,8,26
3,1,9,26
3,1,10,26
3,2,0,26
3,2,1,26
3,2,2,26
3,2,3,26
3,2,4,26
3,2,5,26
3,2,6,26
3,2,7,26
3,2,8,26
3,2,9,26
3,2,10,26
3,3,0,26
3,3,1,26
3,3,2,26
3,3,3,5
3,3,4,31797
3,3,5,31797
3,3,6,31797
3,3,7,31797
3,3,8,31797
3,3,9,31797
3,3,10,26
3,4,3,97374
3,4,4,179294
3,4,8,113758
3,4,9,162910
3,8,3,31797
3,8,4,31797
3,8,5,31797
3,8,6,31797
3,8,7,31797
3,8,8,31797
3,9,3,15404
3,9,9,15404
3,10,3,15404
3,10,9,15404
3,11,3,15404
3,11,9,15404
3,12,3,15404
3,12,9,15404
3,13,3,15413
3,13,4,31797
3,13,5,31797
3,13,6,15377
3,13,7,31797
3,13,8,31797
3,13,9,15413
3,14,5,15413
3,14,6,15413
3,14,7,15413
4,0,0,26
4,0,1,26
4,0,2,26
4,0,3,26
4,0,4,26
4,0,5,26
4,0,6,26
4,0,7,26
4,0,8,26
4,0,9,26
4,0,10,26
4,1,0,26
4,1,1,26
4,1,2,26
4,1,3,26
4,1,4,26
4,1,5,26
4,1,6,26
4,1,7,26
4,1,8,26
4,1,9,26
4,1,10,26
4,2,0,26
4,2,1,26
4,2,2,26
4,2,3,26
4,2,4,26
4,2,5,26
4,2,6,26
4,2,7,26
4,2,8,26
4,2,9,26
4,2,10,26
4,3,0,26
4,3,1,26
4,3,2,26
4,3,3,31797
4,3,4,31797
4,3,5,31797
4,3,6,15377
4,3,7,31797
4,3,8,31797
4,3,9,31797
4,3,10,26
4,4,3,64606
4,4,9,64606
4,8,3,31797
4,8,4,31797
4,8,5,31797
4,8,6,31797
4,8,7,31797
4,8,8,31797
4,8,9,31797
4,9,3,15404
4,9,9,15404
4,10,3,15404
4,10,9,15404
4,11,3,15404
4,11,9,15404
4,12,3,15404
4,12,9,15404
4,13,3,15413
4,13,4,31797
4,13,5,31797
4,13,6,15377
4,13,7,31797
4,13,8,31797
4,13,9,15413
4,14,5,15413
4,14,6,15413
4,14,7,15413
5,0,0,26
5,0,1,26
5,0,2,26
5,0,3,26
5,0,4,26
5,0,5,26
5,0,6,26
5,0,7,26
5,0,8,26
5,0,9,26
5,0,10,26
5,1,0,26
5,1,1,26
5,1,2,26
5,1,3,26
5,1,4,26
5,1,5,26
5,1,6,26
5,1,7,26
5,1,8,26
5,1,9,26
5,1,10,26
5,2,0,26
5,2,1,26
5,2,2,26
5,2,3,26
5,2,4,26
5,2,5,26
5,2,6,26
5,2,7,26
5,2,8,26
5,2,9,26
5,2,10,26
5,3,0,26
5,3,1,26
5,3,2,26
5,3,3,5
5,3,4,31797
5,3,5,31797
5,3,6,15377
5,3,7,31797
5,3,8,31797
5,3,9,31797
5,3,10,26
5,4,3,64606
5,4,9,64606
5,8,3,31797
5,8,4,31797
5,8,5,31797
5,8,6,31797
5,8,7,31797
5,8,8,31797
5,8,9,31797
5,9,3,15404
5,9,9,15404
5,10,3,15404
5,10,9,15404
5,11,3,15404
5,11,9,15404
5,12,3,15404
5,12,9,15404
5,13,3,15413
5,13,4,31797
5,13,5,31797
5,13,6,15377
5,13,7,31797
5,13,8,31797
5,13,9,15413
5,14,5,15413
5,14,6,15413
5,14,7,15413
6,0,0,26
6,0,1,26
6,0,2,26
6,0,3,26
6,0,4,26
6,0,5,26
6,0,6,26
6,0,7,26
6,0,8,26
6,0,9,26
6,0,10,26
6,1,0,26
6,1,1,26
6,1,2,26
6,1,3,26
6,1,4,26
6,1,5,26
6,1,6,26
6,1,7,26
6,1,8,26
6,1,9,26
6,1,10,26
6,2,0,26
6,2,1,26
6,2,2,26
6,2,3,26
6,2,4,26
6,2,5,26
6,2,6,26
6,2,7,26
6,2,8,26
6,2,9,26
6,2,10,26
6,3,0,26
6,3,1,26
6,3,2,26
6,3,3,31797
6,3,4,31797
6,3,5,31797
6,3,6,31797
6,3,7,31797
6,3,8,31797
6,3,9,31797
6,3,10,26
6,4,3,64606
6,4,9,64606
6,8,3,31797
6,8,4,31797
6,8,5,31797
6,8,6,31797
6,8,7,31797
6,8,8,31797
6,8,9,31797
6,9,3,15404
6,9,9,15404
6,10,3,15404
6,11,3,15404
6,11,9,15404
6,12,3,15404
6,12,9,15404
6,13,3,15413
6,13,4,31797
6,13,5,31797
6,13,6,15377
6,13,7,31797
6,13,8,31797
6,13,9,15413
6,14,5,15413
6,14,6,15413
6,14,7,15413
7,0,0,26
7,0,1,26
7,0,2,26
7,0,3,26
7,0,4,26
7,0,5,26
7,0,6,26
7,0,7,26
7,0,8,26
7,0,9,26
7,0,10,26
7,1,0,26
7,1,1,26
7,1,2,26
7,1,3,26
7,1,4,26
7,1,5,26
7,1,6,26
7,1,7,26
7,1,8,26
7,1,9,26
7,1,10,26
7,2,0,26
7,2,1,26
7,2,2,26
7,2,3,26
7,2,4,26
7,2,5,26
7,2,6,26
7,2,7,26
7,2,8,26
7,2,9,26
7,2,10,26
7,3,0,26
7,3,1,26
7,3,2,26
7,3,3,31797
7,3,4,31797
7,3,5,31797
7,3,6,31797
7,3,7,31797
7,3,8,31797
7,3,9,31797
7,3,10,26
7,4,3,113758
7,4,4,212062
7,4,5,212062
7,4,6,195750
7,4,7,212062
7,4,8,212062
7,4,9,179294
7,8,3,31797
7,8,4,31797
7,8,5,31797
7,8,6,31797
7,8,7,31797
7,8,8,31797
7,8,9,31797
7,9,3,15404
7,9,9,15404
7,10,3,15404
7,10,9,15404
7,11,3,15404
7,11,9,15404
7,12,3,15404
7,12,9,15404
7,13,3,15413
7,13,4,31797
7,13,5,31797
7,13,6,31797
7,13,7,31797
7,13,8,31797
7,13,9,15413
7,14,5,15413
7,14,6,15413
7,14,7,15413
8,0,0,26
8,0,1,26
8,0,2,26
8,0,3,26
8,0,4,26
8,0,5,26
8,0,6,26
8,0,7,26
8,0,8,26
8,0,9,26
8,0,10,26
8,1,0,26
8,1,1,26
8,1,2,26
8,1,3,26
8,1,4,26
8,1,5,26
8,1,6,26
8,1,7,26
8,1,8,26
8,1,9,26
8,1,10,26
8,2,0,26
8,2,1,26
8,2,2,26
8,2,3,26
8,2,4,26
8,2,5,26
8,2,6,26
8,2,7,26
8,2,8,26
8,2,9,26
8,2,10,26
8,3,0,26
8,3,1,26
8,3,2,26
8,3,3,21
8,3,4,21
8,3,5,21
8,3,6,21
8,3,7,21
8,3,8,21
8,3,9,21
8,3,10,26
8,4,3,21
8,4,8,48187
8,4,9,21
8,5,3,21
8,5,8,48187
8,5,9,21
8,6,3,21
8,6,8,48187
8,6,9,21
8,7,3,21
8,7,8,48187
8,7,9,21
8,8,3,21
8,8,4,31797
8,8,5,31797
8,8,6,31797
8,8,7,31797
8,8,8,48187
8,8,9,21
8,9,3,21
8,9,9,21
8,10,3,21
8,10,9,21
8,11,3,21
8,11,9,21
8,12,3,21
8,12,9,21
8,13,3,21
8,13,4,31797
8,13,5,31797
8,13,6,31797
8,13,7,31797
8,13,8,31797
8,13,9,21
8,14,3,15413
8,14,4,15413
8,14,5,15413
8,14,6,15413
8,14,7,15413
8,14,8,15413
8,14,9,15413
9,0,0,26
9,0,1,26
9,0,2,26
9,0,3,26
9,0,4,26
9,0,5,26
9,0,6,26
9,0,7,26
9,0,8,26
9,0,9,26
9,0,10,26
9,1,0,26
9,1,1,26
9,1,2,26
9,1,3,26
9,1,4,26
9,1,5,26
9,1,6,26
9,1,7,26
9,1,8,26
9,1,9,26
9,1,10,26
9,2,0,26
9,2,1,26
9,2,2,26
9,2,3,26
9,2,4,26
9,2,5,26
9,2,6,26
9,2,7,26
9,2,8,26
9,2,9,26
9,2,10,26
9,3,0,26
9,3,1,26
9,3,2,26
9,3,3,21
9,3,4,21
9,3,5,21
9,3,6,21
9,3,7,21
9,3,8,21
9,3,9,21
9,3,10,26
9,4,3,48184
9,4,9,146488
9,5,3,48184
9,5,9,146488
9,6,3,15377
9,6,9,15377
9,7,3,31838
9,7,9,31838
9,8,3,15413
9,8,4,31797
9,8,5,31797
9,8,6,31797
9,8,7,31797
9,8,8,31797
9,8,9,15413
9,9,3,15404
9,9,9,15404
9,10,3,15404
9,10,9,15404
9,11,3,15404
9,11,9,15404
9,12,3,15413
9,12,9,15413
9,13,3,97329
9,13,4,31797
9,13,5,31797
9,13,6,15377
9,13,7,31797
9,13,8,31797
9,13,9,97329
9,14,3,15413
9,14,4,15413
9,14,5,15413
9,14,6,15413
9,14,7,15413
9,14,8,15413
9,14,9,15413
10,0,0,26
10,0,1,26
10,0,2,26
10,0,3,26
10,0,4,26
10,0,5,26
10,0,6,26
10,0,7,26
10,0,8,26
10,0,9,26
10,0,10,26
10,1,0,26
10,1,1,26
10,1,2,26
10,1,3,26
10,1,4,26
10,1,5,26
10,1,6,26
10,1,7,26
10,1,8,26
10,1,9,26
10,1,10,26
10,2,0,26
10,2,1,26
10,2,2,26
10,2,3,26
10,2,4,26
10,2,5,26
10,2,6,26
10,2,7,26
10,2,8,26
10,2,9,26
10,2,10,26
10,3,0,26
10,3,1,26
10,3,2,26
10,3,3,21
10,3,4,21
10,3,5,21
10,3,6,21
10,3,7,21
10,3,8,21
10,3,9,21
10,3,10,26
10,4,3,48184
10,4,9,15416
10,5,3,48184
10,5,9,15416
10,6,3,15377
10,6,9,15377
10,7,3,64606
10,7,9,64606
10,8,3,15413
10,8,4,31797
10,8,5,31797
10,8,6,31797
10,8,7,31797
10,8,8,31797
10,8,9,15413
10,9,3,15404
10,9,9,15404
10,10,3,15404
10,10,9,15404
10,11,3,15404
10,11,9,15404
10,12,3,15413
10,12,9,15413
10,13,4,31797
10,13,5,31797
10,13,6,15377
10,13,7,31797
10,13,8,31797
10,14,3,15413
10,14,4,15413
10,14,5,15413
10,14,6,15413
10,14,7,15413
10,14,8,15413
10,14,9,15413
11,0,0,26
11,0,1,26
11,0,2,26
11,0,3,26
11,0,4,26
11,0,5,26
11,0,6,26
11,0,7,26
11,0,8,26
11,0,9,26
11,0,10,26
11,1,0,26
11,1,1,26
11,1,2,26
11,1,3,26
